City,Stadium,Capacity,half_time_home_goals,home_shots,home_shots_target,home_post,home_corners,home_offside,home_fouls,home_yellow_cards,home_red_cards,home_booking_pts,half_time_away_goals,away_shots,away_shots_target,away_post,away_corners,away_offside,away_fouls,away_yellow_cards,away_red_cards,away_booking_pts,half_time_result,full_time_home_goals,full_time_away_goals,result,Attendance,closest_station,season,date,home_team_api_id,away_team_api_id,possession,home_team,away_team,home_possession,home_passing,home_aerials,home_shots_against,home_tackles,home_interceptions,home_dribbles,home_fouls_for,away_possession,away_passing,away_aerials,away_shots_against,away_tackles,away_interceptions,away_dribbles,away_fouls_for,station,temp (F),dew (F),humidity,wind direction,wind speed (mph),prec (in),visibility (mi),home_goal_headers,home_goal_freekicks,home_goal_volleys,home_goal_other,away_goal_headers,away_goal_freekicks,away_goal_volleys,away_goal_other,home_shoton_headers,home_shoton_freekicks,home_shoton_volleys,home_shoton_other,home_shoton_bigchance,away_shoton_headers,away_shoton_freekicks,away_shoton_volleys,away_shoton_other,away_shoton_bigchance,home_shotoff_headers,home_shotoff_freekicks,home_shotoff_volleys,home_shotoff_other,home_shotoff_bigchance,home_shotoff_bad_shot,away_shotoff_headers,away_shotoff_freekicks,away_shotoff_volleys,away_shotoff_other,away_shotoff_bigchance,away_shotoff_bad_shot,home_crosses,away_crosses
Derby ,Pride Park Stadium ,33597.0,1,6,4,0.0,5,0.0,11,1,0,10.0,2,13,6,0.0,8,2.0,13,1,0,10.0,A,2,2,D,27223.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leeds ,Elland Road ,39460.0,2,17,8,0.0,6,6.0,21,1,0,10.0,0,12,6,0.0,4,1.0,20,3,0,30.0,H,2,0,H,40010.0,EGNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leicester ,King Power Stadium ,32500.0,0,5,4,0.0,5,1.0,12,2,0,20.0,0,5,3,0.0,4,4.0,12,3,0,30.0,D,0,0,D,21455.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Anfield ,45276.0,0,16,10,0.0,6,5.0,8,1,0,10.0,0,3,2,0.0,1,0.0,8,1,0,10.0,D,1,0,H,44183.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Sunderland ,Stadium of Light ,48707.0,0,8,2,0.0,2,2.0,10,3,0,30.0,0,14,7,0.0,9,3.0,21,1,1,35.0,D,1,0,H,46346.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,White Hart Lane ,36230.0,2,20,6,2.0,3,2.0,14,0,0,0.0,1,15,5,1.0,4,3.0,13,0,0,0.0,H,3,1,H,36148.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Stretford ,Old Trafford ,75811.0,1,19,9,2.0,7,5.0,7,0,0,0.0,0,9,6,0.0,1,9.0,13,1,0,10.0,H,2,0,H,67477.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Emirates Stadium ,60361.0,1,17,12,0.0,10,5.0,25,2,1,45.0,0,7,4,0.0,11,4.0,20,4,2,90.0,H,2,0,H,38014.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,1,12,3,0.0,6,5.0,14,0,0,0.0,0,14,6,0.0,4,6.0,16,1,0,10.0,H,2,0,H,17872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Ipswich ,Portman Road ,30311.0,1,13,8,0.0,4,9.0,10,1,0,10.0,1,15,6,0.0,6,4.0,7,4,0,40.0,D,1,1,D,22007.0,EGUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Middlesbrough ,Riverside Stadium ,34988.0,0,12,6,0.0,5,2.0,9,2,0,20.0,1,11,4,0.0,5,3.0,18,1,0,10.0,A,1,1,D,31254.0,EGNV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Goodison Park ,40157.0,0,13,8,0.0,3,1.0,17,2,0,20.0,0,8,4,0.0,5,4.0,15,1,1,35.0,D,3,0,H,36300.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Manchester ,Etihad Stadium,47405.0,2,15,10,0.0,7,5.0,24,3,0,30.0,0,9,4,0.0,3,4.0,14,3,0,30.0,H,4,2,H,34410.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Newcastle upon Tyne ,Sports Direct Arena,52409.0,1,9,4,0.0,9,2.0,23,0,1,25.0,1,10,5,0.0,6,3.0,11,3,0,30.0,D,3,2,H,51327.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Southampton ,St Mary's Stadium ,32689.0,0,12,4,0.0,6,0.0,18,5,0,50.0,1,7,5,0.0,5,6.0,20,3,0,30.0,A,1,2,A,14801.0,EGHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Boleyn Ground ,35303.0,0,17,12,1.0,11,3.0,16,3,1,55.0,0,4,2,0.0,5,1.0,14,3,0,30.0,D,0,1,A,25195.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Emirates Stadium ,60361.0,1,18,9,0.0,8,3.0,12,0,0,0.0,2,7,4,0.0,3,2.0,15,1,0,10.0,A,5,3,H,38025.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,0,8,4,0.0,6,4.0,11,1,0,10.0,0,13,8,0.0,8,4.0,12,2,0,20.0,D,0,0,D,16766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Goodison Park ,40157.0,2,12,9,0.0,11,2.0,11,2,0,20.0,0,7,4,0.0,2,2.0,9,3,0,30.0,H,2,2,D,34840.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Ipswich ,Portman Road ,30311.0,0,14,5,1.0,7,3.0,10,1,0,10.0,0,9,3,0.0,6,10.0,12,1,0,10.0,D,1,0,H,21830.0,EGUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Manchester ,Etihad Stadium,47405.0,0,14,5,1.0,5,3.0,7,2,0,20.0,2,9,8,0.0,5,10.0,12,3,0,30.0,A,1,2,A,34140.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Middlesbrough ,Riverside Stadium ,34988.0,0,15,8,0.0,4,4.0,12,2,0,20.0,2,16,11,0.0,8,5.0,20,0,0,0.0,A,1,2,A,31626.0,EGNV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Newcastle upon Tyne ,Sports Direct Arena,52409.0,1,15,6,1.0,4,6.0,13,0,0,0.0,0,10,2,1.0,2,4.0,10,0,0,0.0,H,2,0,H,51573.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Southampton ,St Mary's Stadium ,32689.0,0,14,7,2.0,7,4.0,7,0,0,0.0,1,9,4,0.0,1,4.0,6,0,0,0.0,A,3,3,D,15202.0,EGHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Boleyn Ground ,35303.0,0,17,8,0.0,7,5.0,12,1,0,10.0,1,8,5,2.0,5,1.0,9,0,0,0.0,A,2,2,D,25998.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Birmingham ,Villa Park ,42785.0,1,12,9,0.0,7,2.0,13,0,0,0.0,1,11,7,0.0,10,0.0,12,1,0,10.0,D,1,1,D,27056.0,EGBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leeds ,Elland Road ,39460.0,0,6,1,1.0,9,2.0,18,2,0,20.0,2,8,3,1.0,4,2.0,24,2,0,20.0,A,1,2,A,40055.0,EGNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Stretford ,Old Trafford ,75811.0,2,21,12,1.0,5,4.0,12,0,0,0.0,0,6,4,1.0,1,9.0,10,1,0,10.0,H,6,0,H,67447.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Sunderland ,Stadium of Light ,48707.0,1,17,7,1.0,4,2.0,19,2,0,20.0,1,16,9,0.0,11,10.0,14,3,0,30.0,D,1,1,D,46605.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,White Hart Lane ,36230.0,1,11,7,1.0,7,11.0,11,1,0,10.0,2,11,6,0.0,5,7.0,10,2,0,20.0,A,3,2,H,35316.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,0,8,6,0.0,10,4.0,14,3,1,55.0,0,11,3,0.0,14,3.0,16,3,0,30.0,D,1,1,D,20043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Stamford Bridge ,42449.0,1,12,5,1.0,7,2.0,16,3,0,30.0,0,13,5,1.0,6,2.0,22,1,0,10.0,H,2,2,D,34923.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Coventry ,Ricoh Arena ,32609.0,0,13,3,1.0,6,10.0,11,1,0,10.0,1,13,6,0.0,8,3.0,18,1,0,10.0,A,0,2,A,22109.0,EGBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Derby ,Pride Park Stadium ,33597.0,0,9,5,0.0,11,3.0,8,3,0,30.0,1,5,4,0.0,5,5.0,10,2,0,20.0,A,3,3,D,24290.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leicester ,King Power Stadium ,32500.0,0,12,6,0.0,6,3.0,12,1,0,10.0,0,7,3,0.0,2,0.0,13,1,0,10.0,D,2,1,H,19598.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Anfield ,45276.0,3,11,7,0.0,8,4.0,13,0,0,0.0,0,9,4,0.0,7,3.0,7,2,0,20.0,H,3,1,H,43360.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,1,9,5,0.0,4,4.0,17,0,0,0.0,0,18,11,1.0,10,7.0,13,2,0,20.0,H,1,1,D,17160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Coventry ,Ricoh Arena ,32609.0,0,9,1,0.0,6,3.0,15,2,0,20.0,0,11,5,0.0,6,10.0,14,2,0,20.0,D,0,0,D,20377.0,EGBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Ipswich ,Portman Road ,30311.0,0,15,5,0.0,5,4.0,9,1,0,10.0,1,5,2,0.0,3,3.0,13,3,0,30.0,A,1,2,A,22065.0,EGUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leicester ,King Power Stadium ,32500.0,0,17,6,0.0,10,2.0,6,0,0,0.0,0,9,5,0.0,6,1.0,9,0,0,0.0,D,1,0,H,18366.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Anfield ,45276.0,1,14,8,0.0,9,3.0,17,3,0,30.0,0,9,7,0.0,4,5.0,17,4,0,40.0,H,3,2,H,44692.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Stretford ,Old Trafford ,75811.0,1,15,7,1.0,4,3.0,18,1,0,10.0,0,5,1,0.0,4,6.0,14,3,0,30.0,H,3,0,H,67503.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Middlesbrough ,Riverside Stadium ,34988.0,1,9,5,0.0,7,6.0,16,3,0,30.0,0,12,9,0.0,7,7.0,5,0,0,0.0,H,1,2,A,30885.0,EGNV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Newcastle upon Tyne ,Sports Direct Arena,52409.0,0,10,4,0.0,5,4.0,17,0,0,0.0,0,10,3,0.0,6,6.0,21,3,0,30.0,D,0,0,D,51687.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Derby ,Pride Park Stadium ,33597.0,2,12,6,0.0,4,0.0,17,3,0,30.0,0,10,6,0.0,11,3.0,12,1,0,10.0,H,2,2,D,22310.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,White Hart Lane ,36230.0,0,15,7,1.0,11,2.0,14,1,0,10.0,0,11,5,0.0,3,7.0,13,2,0,20.0,D,1,0,H,33282.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Emirates Stadium ,60361.0,1,18,13,0.0,8,3.0,5,1,0,10.0,0,6,2,1.0,4,0.0,13,2,0,20.0,H,2,1,H,37794.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Birmingham ,Villa Park ,42785.0,1,12,7,0.0,5,10.0,8,0,0,0.0,0,8,4,0.0,6,10.0,12,2,0,20.0,H,2,0,H,27849.0,EGBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,1,9,5,1.0,7,3.0,8,0,0,0.0,0,10,5,1.0,5,2.0,10,0,0,0.0,H,1,0,H,20043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Goodison Park ,40157.0,0,6,4,0.0,6,12.0,10,4,0,40.0,3,17,9,1.0,5,4.0,11,1,0,10.0,A,1,3,A,38541.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leeds ,Elland Road ,39460.0,1,11,6,0.0,6,6.0,12,1,0,10.0,1,12,7,0.0,3,0.0,19,3,0,30.0,D,1,2,A,35552.0,EGNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Southampton ,St Mary's Stadium ,32689.0,0,13,9,0.0,4,4.0,14,0,0,0.0,0,10,7,0.0,8,4.0,14,0,0,0.0,D,2,0,H,15221.0,EGHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Sunderland ,Stadium of Light ,48707.0,1,15,8,2.0,4,0.0,16,2,0,20.0,0,10,5,0.0,5,5.0,28,3,0,30.0,H,2,1,H,45343.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Stamford Bridge ,42449.0,0,16,10,1.0,15,1.0,16,3,0,30.0,1,7,5,0.0,3,4.0,17,1,0,10.0,A,0,2,A,33697.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Manchester ,Etihad Stadium,47405.0,0,11,4,1.0,9,3.0,15,2,0,20.0,0,4,2,0.0,3,2.0,11,5,0,50.0,D,1,1,D,32053.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Boleyn Ground ,35303.0,0,15,4,0.0,9,6.0,5,0,0,0.0,1,7,2,0.0,0,3.0,13,2,0,20.0,A,1,1,D,25998.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,0,14,6,0.0,7,5.0,14,3,0,30.0,1,6,4,0.0,5,6.0,18,1,0,10.0,A,0,1,A,16163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Coventry ,Ricoh Arena ,32609.0,0,9,2,1.0,5,0.0,12,0,0,0.0,2,12,10,0.0,6,6.0,11,1,0,10.0,A,0,3,A,20120.0,EGBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Derby ,Pride Park Stadium ,33597.0,0,13,7,1.0,7,3.0,17,2,1,45.0,1,16,6,1.0,4,3.0,15,2,0,20.0,A,1,1,D,26248.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Ipswich ,Portman Road ,30311.0,0,17,6,0.0,4,1.0,8,1,0,10.0,0,10,4,0.0,7,6.0,13,2,0,20.0,D,1,1,D,22030.0,EGUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Anfield ,45276.0,1,11,6,0.0,12,8.0,14,2,0,20.0,1,8,3,0.0,3,5.0,18,2,0,20.0,D,1,1,D,44713.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Stretford ,Old Trafford ,75811.0,3,11,5,1.0,8,3.0,15,3,0,30.0,2,13,5,0.0,4,6.0,19,2,0,20.0,H,3,3,D,67568.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Middlesbrough ,Riverside Stadium ,34988.0,0,12,5,0.0,5,6.0,7,3,0,30.0,0,15,7,1.0,5,2.0,14,0,0,0.0,D,1,1,D,27556.0,EGNV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Newcastle upon Tyne ,Sports Direct Arena,52409.0,0,12,5,0.0,4,3.0,14,1,0,10.0,1,4,2,1.0,7,11.0,10,2,0,20.0,A,0,1,A,50866.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,White Hart Lane ,36230.0,0,18,5,1.0,5,2.0,10,0,0,0.0,0,7,2,0.0,4,4.0,14,2,0,20.0,D,0,0,D,36069.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leicester ,King Power Stadium ,32500.0,1,10,4,1.0,9,1.0,14,3,0,30.0,0,9,3,0.0,3,1.0,13,1,0,10.0,H,1,1,D,18084.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Birmingham ,Villa Park ,42785.0,2,12,7,0.0,6,4.0,0,1,0,10.0,0,11,6,1.0,6,3.0,1,1,0,10.0,H,4,1,H,27941.0,EGBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,0,12,8,1.0,6,5.0,8,1,0,10.0,1,10,6,0.0,6,0.0,16,2,0,20.0,A,2,2,D,20043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Goodison Park ,40157.0,0,7,3,0.0,4,2.0,6,1,0,10.0,1,9,7,0.0,1,4.0,5,0,0,0.0,A,0,3,A,32597.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leeds ,Elland Road ,39460.0,0,14,7,1.0,6,4.0,11,0,0,0.0,1,10,5,0.0,4,1.0,20,2,0,20.0,A,4,3,H,37562.0,EGNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Manchester ,Etihad Stadium,47405.0,0,9,7,0.0,10,7.0,16,0,0,0.0,0,15,9,1.0,8,8.0,12,1,0,10.0,D,0,1,A,34497.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Southampton ,St Mary's Stadium ,32689.0,0,16,8,2.0,6,5.0,6,2,0,20.0,2,7,5,0.0,6,1.0,22,2,0,20.0,A,1,3,A,14903.0,EGHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Boleyn Ground ,35303.0,1,14,6,0.0,7,8.0,14,3,0,30.0,0,9,6,0.0,2,0.0,10,2,0,20.0,H,1,1,D,25407.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
