City,Stadium,Capacity,half_time_home_goals,home_shots,home_shots_target,home_post,home_corners,home_offside,home_fouls,home_yellow_cards,home_red_cards,home_booking_pts,half_time_away_goals,away_shots,away_shots_target,away_post,away_corners,away_offside,away_fouls,away_yellow_cards,away_red_cards,away_booking_pts,half_time_result,full_time_home_goals,full_time_away_goals,result,Attendance,closest_station,season,date,home_team_api_id,away_team_api_id,possession,home_team,away_team,home_possession,home_passing,home_aerials,home_shots_against,home_tackles,home_interceptions,home_dribbles,home_fouls_for,away_possession,away_passing,away_aerials,away_shots_against,away_tackles,away_interceptions,away_dribbles,away_fouls_for,station,temp (F),dew (F),humidity,wind direction,wind speed (mph),prec (in),visibility (mi),home_goal_headers,home_goal_freekicks,home_goal_volleys,home_goal_other,away_goal_headers,away_goal_freekicks,away_goal_volleys,away_goal_other,home_shoton_headers,home_shoton_freekicks,home_shoton_volleys,home_shoton_other,home_shoton_bigchance,away_shoton_headers,away_shoton_freekicks,away_shoton_volleys,away_shoton_other,away_shoton_bigchance,home_shotoff_headers,home_shotoff_freekicks,home_shotoff_volleys,home_shotoff_other,home_shotoff_bigchance,home_shotoff_bad_shot,away_shotoff_headers,away_shotoff_freekicks,away_shotoff_volleys,away_shotoff_other,away_shotoff_bigchance,away_shotoff_bad_shot,home_crosses,away_crosses
London ,Emirates Stadium ,60361.0,1,7,5,0.0,3,8.0,18,2,0,20.0,0,13,4,0.0,11,1.0,17,3,0,30.0,H,1,0,H,38146.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Stamford Bridge ,42449.0,2,11,5,0.0,3,4.0,14,1,0,10.0,0,10,2,0.0,1,2.0,14,1,0,10.0,H,3,0,H,34966.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Sunderland ,Stadium of Light ,48707.0,0,11,5,0.0,6,4.0,12,3,0,30.0,0,8,2,0.0,2,9.0,8,1,0,10.0,D,0,0,D,45338.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Emirates Stadium ,60361.0,0,16,10,0.0,7,3.0,12,1,0,10.0,0,8,3,0.0,4,3.0,20,4,1,65.0,D,1,0,H,38046.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Coventry ,Ricoh Arena ,32609.0,2,0,5,0.0,3,3.0,12,0,1,25.0,0,4,5,1.0,5,6.0,16,4,0,40.0,H,2,1,H,21435.0,EGBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Goodison Park ,40157.0,0,7,3,0.0,9,1.0,16,1,0,10.0,0,7,4,0.0,8,1.0,13,3,0,30.0,D,1,1,D,29491.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Ipswich ,Portman Road ,30311.0,1,11,8,1.0,8,1.0,10,0,0,0.0,0,7,2,0.0,5,5.0,11,4,0,40.0,H,1,1,D,22243.0,EGUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leeds ,Elland Road ,39460.0,1,22,10,0.0,8,2.0,7,0,0,0.0,0,10,8,0.0,5,1.0,9,1,0,10.0,H,3,1,H,38837.0,EGNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leicester ,King Power Stadium ,32500.0,0,10,4,0.0,6,3.0,8,0,0,0.0,1,16,5,1.0,7,2.0,11,0,0,0.0,A,0,3,A,22132.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Manchester ,Etihad Stadium,47405.0,2,13,10,1.0,5,7.0,10,0,0,0.0,0,10,2,0.0,6,8.0,16,2,0,20.0,H,2,0,H,34229.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Sunderland ,Stadium of Light ,48707.0,0,16,11,1.0,5,3.0,12,0,1,25.0,0,11,2,0.0,0,1.0,18,1,1,35.0,D,1,0,H,45078.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Derby ,Pride Park Stadium ,33597.0,0,6,0,0.0,4,5.0,18,1,0,10.0,1,16,11,0.0,3,9.0,13,1,0,10.0,A,0,4,A,30352.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Middlesbrough ,Riverside Stadium ,34988.0,0,8,2,0.0,6,4.0,8,2,0,20.0,1,15,8,0.0,6,4.0,13,1,0,10.0,A,1,3,A,31436.0,EGNV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,0,7,3,0.0,9,6.0,15,1,0,10.0,1,12,3,1.0,1,3.0,14,0,0,0.0,A,0,2,A,17045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,0,5,2,0.0,5,4.0,11,2,0,20.0,0,8,6,0.0,6,2.0,19,2,0,20.0,D,1,0,H,20043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Stamford Bridge ,42449.0,2,33,19,1.0,10,3.0,6,0,0,0.0,0,3,3,0.0,0,5.0,8,1,1,35.0,H,6,1,H,34646.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Anfield ,45276.0,0,24,11,0.0,10,1.0,8,1,0,10.0,0,8,3,0.0,9,3.0,10,2,0,20.0,D,1,0,H,44395.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Stretford ,Old Trafford ,75811.0,1,26,14,0.0,12,1.0,9,0,0,0.0,0,5,0,0.0,4,9.0,18,2,0,20.0,H,3,0,H,67523.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Newcastle upon Tyne ,Sports Direct Arena,52409.0,0,11,4,0.0,5,3.0,9,1,0,10.0,0,9,4,0.0,4,3.0,12,3,0,30.0,D,0,1,A,51625.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,White Hart Lane ,36230.0,2,18,8,0.0,7,7.0,9,1,0,10.0,1,8,7,0.0,4,6.0,16,2,0,20.0,H,3,1,H,34483.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Boleyn Ground ,35303.0,0,11,3,0.0,5,5.0,15,1,0,10.0,2,13,5,0.0,4,6.0,11,0,0,0.0,A,1,2,A,26034.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Birmingham ,Villa Park ,42785.0,0,17,4,0.0,7,4.0,11,1,0,10.0,0,7,3,1.0,3,4.0,17,3,0,30.0,D,0,0,D,27215.0,EGBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Southampton ,St Mary's Stadium ,32689.0,0,19,6,0.0,9,2.0,10,1,0,10.0,1,11,4,0.0,3,0.0,15,2,0,20.0,A,0,2,A,15056.0,EGHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Emirates Stadium ,60361.0,1,22,14,1.0,10,7.0,6,0,0,0.0,0,6,2,0.0,4,4.0,13,3,1,55.0,H,5,0,H,38049.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Birmingham ,Villa Park ,42785.0,2,12,7,1.0,9,3.0,13,3,0,30.0,0,7,4,0.0,6,4.0,11,2,0,20.0,H,2,1,H,27461.0,EGBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Stamford Bridge ,42449.0,2,9,7,1.0,2,5.0,12,3,0,30.0,0,6,3,0.0,3,2.0,14,3,0,30.0,H,3,0,H,34966.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Ipswich ,Portman Road ,30311.0,2,19,11,1.0,6,1.0,8,0,0,0.0,0,7,3,0.0,1,4.0,17,2,0,20.0,H,2,1,H,21771.0,EGUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leicester ,King Power Stadium ,32500.0,1,9,5,0.0,7,2.0,9,0,0,0.0,1,7,2,0.0,3,1.0,18,3,0,30.0,D,2,1,H,20525.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Stretford ,Old Trafford ,75811.0,2,16,8,1.0,7,3.0,5,0,0,0.0,0,12,5,0.0,7,5.0,9,0,0,0.0,H,5,0,H,67581.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Sunderland ,Stadium of Light ,48707.0,0,11,7,0.0,1,3.0,17,2,0,20.0,0,10,4,0.0,3,12.0,10,2,0,20.0,D,1,0,H,44526.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Boleyn Ground ,35303.0,0,11,4,0.0,3,1.0,15,3,0,30.0,0,12,5,1.0,8,3.0,10,2,0,20.0,D,1,0,H,26044.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,1,11,6,0.0,5,3.0,15,3,0,30.0,0,12,9,0.0,9,8.0,15,4,0,40.0,H,1,1,D,17364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Anfield ,45276.0,1,10,8,0.0,9,7.0,10,0,0,0.0,1,9,7,0.0,6,5.0,10,1,1,35.0,D,3,1,H,44718.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,2,11,7,0.0,3,9.0,10,0,0,0.0,0,12,8,0.0,6,1.0,20,1,1,35.0,H,2,0,H,19655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Coventry ,Ricoh Arena ,32609.0,0,4,2,0.0,3,4.0,17,1,0,10.0,2,11,6,1.0,9,5.0,8,1,0,10.0,A,1,2,A,21079.0,EGBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leeds ,Elland Road ,39460.0,1,10,7,1.0,7,10.0,18,1,0,10.0,2,14,8,0.0,7,4.0,18,4,0,40.0,A,4,3,H,40055.0,EGNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Manchester ,Etihad Stadium,47405.0,0,14,3,0.0,9,0.0,12,1,0,10.0,0,3,2,0.0,4,8.0,14,2,0,20.0,D,0,1,A,34279.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Middlesbrough ,Riverside Stadium ,34988.0,0,4,3,0.0,5,3.0,10,1,1,35.0,1,11,8,0.0,8,4.0,11,1,0,10.0,A,0,1,A,29541.0,EGNV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Newcastle upon Tyne ,Sports Direct Arena,52409.0,1,11,6,0.0,7,7.0,13,1,0,10.0,1,8,5,0.0,4,5.0,7,0,0,0.0,D,2,1,H,50922.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Southampton ,St Mary's Stadium ,32689.0,2,10,4,1.0,7,3.0,16,4,0,40.0,0,9,4,1.0,7,2.0,11,2,0,20.0,H,3,2,H,15236.0,EGHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,White Hart Lane ,36230.0,1,11,6,0.0,8,3.0,18,1,1,35.0,0,12,3,0.0,7,4.0,9,0,0,0.0,H,2,1,H,36016.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Goodison Park ,40157.0,0,14,6,0.0,6,1.0,17,3,0,30.0,0,4,1,0.0,2,1.0,23,2,0,20.0,D,0,1,A,27670.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Derby ,Pride Park Stadium ,33597.0,0,14,2,0.0,6,1.0,14,1,0,10.0,0,6,6,0.0,1,2.0,18,1,0,10.0,D,0,0,D,24621.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Emirates Stadium ,60361.0,0,15,9,0.0,10,9.0,12,0,0,0.0,0,9,2,1.0,0,3.0,13,2,0,20.0,D,0,0,D,37679.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Birmingham ,Villa Park ,42785.0,1,11,6,0.0,10,1.0,15,0,0,0.0,0,3,2,0.0,1,3.0,13,3,0,30.0,H,2,0,H,33608.0,EGBB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,0,11,6,1.0,3,3.0,8,1,0,10.0,0,9,4,0.0,3,5.0,18,2,0,20.0,D,0,1,A,17276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Ipswich ,Portman Road ,30311.0,0,30,13,0.0,13,2.0,8,0,0,0.0,0,7,4,0.0,3,4.0,12,2,0,20.0,D,2,0,H,22263.0,EGUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leicester ,King Power Stadium ,32500.0,0,8,4,0.0,0,6.0,7,1,0,10.0,0,7,1,0.0,3,3.0,8,1,0,10.0,D,1,1,D,21406.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Stretford ,Old Trafford ,75811.0,0,18,11,0.0,10,8.0,5,0,0,0.0,1,5,1,0.0,0,5.0,10,0,0,0.0,A,2,1,H,67576.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Sunderland ,Stadium of Light ,48707.0,1,11,5,1.0,7,3.0,13,1,0,10.0,1,10,5,0.0,4,4.0,21,1,0,10.0,D,2,2,D,45064.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Boleyn Ground ,35303.0,0,22,11,1.0,7,7.0,7,1,0,10.0,1,10,5,0.0,5,6.0,7,1,0,10.0,A,4,1,H,26022.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,Stamford Bridge ,42449.0,0,12,7,0.0,3,2.0,19,4,0,40.0,0,11,3,0.0,2,6.0,24,4,0,40.0,D,1,1,D,35121.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Anfield ,45276.0,1,19,13,0.0,7,4.0,10,1,0,10.0,0,10,5,0.0,1,1.0,12,0,0,0.0,H,4,1,H,43701.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,1,10,6,0.0,4,5.0,18,2,0,20.0,0,13,3,1.0,5,1.0,22,3,0,30.0,H,2,0,H,20043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Derby ,Pride Park Stadium ,33597.0,0,7,3,0.0,2,2.0,10,3,0,30.0,0,7,4,0.0,4,3.0,18,1,0,10.0,D,2,0,H,31614.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Goodison Park ,40157.0,0,4,2,0.0,3,2.0,20,3,0,30.0,0,4,2,1.0,5,4.0,12,1,0,10.0,D,2,0,H,33106.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leeds ,Elland Road ,39460.0,0,15,6,0.0,2,0.0,14,1,0,10.0,1,4,3,0.0,2,4.0,19,1,0,10.0,A,0,1,A,40005.0,EGNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Manchester ,Etihad Stadium,47405.0,0,10,4,0.0,10,2.0,13,3,0,30.0,1,8,4,0.0,11,6.0,8,1,0,10.0,A,0,1,A,34429.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Middlesbrough ,Riverside Stadium ,34988.0,0,11,4,1.0,6,3.0,8,3,0,30.0,2,9,7,0.0,2,4.0,12,1,0,10.0,A,0,3,A,27965.0,EGNV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Newcastle upon Tyne ,Sports Direct Arena,52409.0,1,19,9,2.0,1,10.0,17,1,0,10.0,0,9,6,0.0,4,4.0,26,3,0,30.0,H,1,2,A,52030.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Southampton ,St Mary's Stadium ,32689.0,2,7,3,0.0,3,3.0,10,0,0,0.0,0,9,3,0.0,3,2.0,10,0,0,0.0,H,2,0,H,14979.0,EGHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,White Hart Lane ,36230.0,2,6,4,1.0,6,3.0,11,1,0,10.0,1,9,4,0.0,5,3.0,13,2,0,20.0,H,2,1,H,36036.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Coventry ,Ricoh Arena ,32609.0,0,12,5,1.0,5,6.0,10,1,0,10.0,0,10,4,0.0,5,4.0,12,1,0,10.0,D,0,1,A,19322.0,EGBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
,,,0,10,2,0.0,7,7.0,16,0,0,0.0,0,8,3,1.0,8,4.0,16,1,0,10.0,D,0,1,A,20043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Coventry ,Ricoh Arena ,32609.0,0,10,2,0.0,6,2.0,9,1,0,10.0,1,7,4,0.0,1,5.0,19,2,0,20.0,A,1,1,D,21464.0,EGBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Derby ,Pride Park Stadium ,33597.0,0,1,0,0.0,3,3.0,12,2,0,20.0,0,12,7,0.0,9,4.0,12,1,0,10.0,D,0,3,A,32910.0,EGNX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Liverpool ,Goodison Park ,40157.0,0,11,5,1.0,1,2.0,11,0,0,0.0,1,10,6,1.0,4,1.0,18,3,1,55.0,A,2,1,H,33515.0,EGGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Manchester ,Etihad Stadium,47405.0,0,9,4,0.0,6,7.0,8,0,0,0.0,2,11,4,2.0,5,2.0,5,2,0,20.0,A,2,3,A,33741.0,EGCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Middlesbrough ,Riverside Stadium ,34988.0,0,14,9,2.0,6,7.0,17,0,1,25.0,2,9,5,0.0,4,3.0,18,2,0,20.0,A,2,2,D,28526.0,EGNV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Southampton ,St Mary's Stadium ,32689.0,1,10,5,0.0,6,2.0,12,1,0,10.0,2,14,8,0.0,10,2.0,10,2,0,20.0,A,2,3,A,15232.0,EGHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
London ,White Hart Lane ,36230.0,2,15,7,0.0,5,1.0,21,1,0,10.0,0,11,5,1.0,8,4.0,15,3,1,55.0,H,3,0,H,35636.0,EGLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Leeds ,Elland Road ,39460.0,0,12,6,1.0,8,3.0,19,1,0,10.0,0,9,3,1.0,4,3.0,22,7,0,70.0,D,1,0,H,38084.0,EGNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
Newcastle upon Tyne ,Sports Direct Arena,52409.0,1,9,6,1.0,5,10.0,17,3,0,30.0,0,13,9,1.0,11,10.0,15,2,0,20.0,H,2,1,H,51949.0,EGNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,,
